,playerShort,yellowReds,goals,birthday,ties,leagueCountry,black,defeats,weight,victories,height,meanExp,yellowCards,games,redCards,position,meanIAT,club
227,227,0,3,28.11.1986,44,1,1,50,69.0,34,178.0,0.34111600869729364,25,128,1,1,0.33990392114689594,88
228,228,0,32,15.11.1987,55,3,0,82,68.0,84,175.0,0.7100113864525244,28,221,0,11,0.3791371360832705,23
229,229,2,4,21.08.1988,21,2,0,33,85.0,41,194.0,0.3359668924003008,23,95,2,1,0.33662816264272116,33
230,230,0,0,18.02.1992,3,1,1,7,79.0,12,187.0,0.33951497672364284,3,22,0,12,0.3348518603891847,51
231,231,0,4,18.02.1990,32,0,0,32,70.0,51,172.0,0.45982243362859887,18,115,0,6,0.34163808460071565,27
232,232,0,4,15.05.1994,15,3,0,13,65.0,37,168.0,0.6304503756051113,6,65,1,0,0.3615294782048386,75
233,233,0,88,18.08.1985,78,0,0,95,70.0,147,186.0,0.4593875528667269,15,320,0,11,0.3430450794202273,34
234,234,2,21,16.10.1975,74,0,0,123,76.0,130,186.0,0.4303748778459891,48,327,3,12,0.3375099355102304,63
235,235,0,32,20.03.1988,38,3,0,71,64.0,56,178.0,0.5072862747520562,13,165,0,2,0.3525952057823156,69
236,236,1,12,16.07.1988,54,3,0,34,73.0,252,189.0,0.5665404438277011,75,340,1,4,0.35527417823648066,29
237,237,1,123,27.03.1981,85,2,1,146,74.0,183,178.0,0.4576163091880073,79,414,2,8,0.34877306116088586,89
238,238,2,12,26.11.1989,26,3,0,47,84.0,38,187.0,0.538891014967787,41,111,3,1,0.35585333566075456,75
239,239,0,0,21.12.1979,54,3,0,80,88.0,80,191.0,0.5748723150428954,12,214,1,5,0.37082397840233683,61
240,240,1,11,04.05.1990,38,3,0,55,75.0,69,182.0,0.5761315807049939,42,162,1,4,0.3608300198958856,52
241,241,0,27,18.10.1979,114,1,0,141,70.0,126,174.0,0.43912006351898325,22,381,0,0,0.3448944572318816,56
242,242,1,81,14.08.1986,103,0,1,143,85.0,134,185.0,0.39189470512002483,38,380,1,2,0.3312609660686771,81
243,243,0,24,17.07.1980,59,3,0,104,71.0,57,175.0,0.572128133371364,28,220,1,8,0.3655478053951382,23
244,244,0,22,16.02.1991,32,3,0,46,65.0,66,176.0,0.5454161984714515,15,144,0,0,0.35828374575722965,87
245,245,0,0,27.05.1987,25,3,0,43,71.0,38,177.0,0.5092231974479836,25,106,1,12,0.3559285795546397,64
246,246,3,47,03.02.1978,121,3,0,157,79.0,296,182.0,0.5612212503494614,91,574,2,6,0.35923385957910214,26
247,247,2,1,08.02.1992,9,0,0,21,77.0,41,185.0,0.4488251935846924,3,71,0,9,0.34180491446673095,6
248,248,0,9,15.05.1985,64,1,0,88,84.0,78,184.0,0.2939723605086382,25,230,5,1,0.3214552334120666,3
249,249,0,2,22.06.1994,3,2,0,10,81.0,3,179.0,0.417478386092102,4,16,0,9,0.34616882592762327,11
250,250,0,0,13.09.1973,40,0,0,34,89.0,57,196.0,0.35367786962396813,2,131,0,5,0.32713440742745326,81
251,251,0,0,18.02.1984,75,3,1,112,78.0,107,184.0,0.36877536327714733,20,294,3,5,0.3368334761639816,52
252,252,1,1,09.04.1986,44,3,0,46,79.0,59,189.0,0.5970711444235721,17,149,1,9,0.36770928183443385,68
253,253,1,178,05.02.1984,84,0,0,99,75.0,283,171.0,0.5249472771043899,61,466,4,8,0.3558883962411069,48
254,254,0,70,01.03.1989,60,3,0,85,75.0,120,177.0,0.47378205448587707,33,265,1,11,0.3460934714164206,68
255,255,2,5,10.07.1989,35,2,0,53,78.0,68,185.0,0.4450181989969646,53,156,2,1,0.3397520126772557,25
256,256,1,81,12.11.1983,90,0,1,145,88.0,130,190.0,0.3857258618100894,41,365,2,2,0.32980439881433815,93
257,257,2,1,09.08.1986,28,3,0,67,76.0,53,173.0,0.5882973115445439,58,148,1,6,0.3698935941871718,62
258,258,2,1,29.03.1986,29,3,0,35,71.0,50,182.0,0.5736346456464134,22,114,1,6,0.36672662923797733,9
259,259,0,1,18.06.1982,30,3,0,40,78.0,49,182.0,0.5882973115445439,11,119,3,5,0.3698935941871719,64
260,260,2,18,13.03.1979,117,3,0,146,72.0,189,183.0,0.6058834397591173,122,452,4,1,0.3661705474047721,10
261,261,1,36,06.03.1976,98,1,0,147,67.0,116,179.0,0.36255098684056725,72,361,1,12,0.33731497188402576,96
262,262,1,0,30.12.1981,98,1,0,80,87.0,136,192.0,0.47711293258091414,9,314,2,5,0.34750735682153294,36
263,263,0,9,06.07.1979,99,1,0,122,77.0,133,181.0,0.3419844300101858,40,354,2,1,0.32375830232319036,32
264,264,0,43,23.02.1984,81,2,1,125,77.0,101,177.0,0.31749179767438795,33,307,0,0,0.3348888038995547,72
265,265,0,112,04.05.1987,107,3,0,79,75.0,353,179.0,0.5141855986235213,92,539,1,3,0.3502752443610784,29
266,266,0,12,06.10.1986,33,1,0,39,68.0,32,180.0,0.36608007872358483,28,104,0,0,0.33120686634518065,3
267,267,6,6,09.02.1988,63,1,1,59,75.0,122,181.0,0.4390354025518366,32,244,0,4,0.3412945514714922,58
268,268,0,33,28.05.1986,85,0,1,129,70.0,101,170.0,0.4556401373867407,33,315,1,7,0.34054199009319647,8
269,269,0,0,25.05.1993,1,3,1,0,78.0,0,184.0,0.5882973115445439,0,1,0,12,0.36989359418717205,61
270,270,1,31,21.08.1989,26,1,1,71,90.0,55,191.0,0.4241939057378451,12,152,0,0,0.34644088685451685,78
271,271,0,61,25.04.1988,48,1,1,46,84.0,61,194.0,0.28828045332881286,19,155,1,2,0.3136062445686137,36
272,272,2,5,21.06.1986,57,0,1,83,76.0,121,180.0,0.43578299690182193,82,261,4,4,0.3458505856327615,53
273,273,0,0,15.02.1985,0,1,1,3,80.0,2,191.0,0.3767776484226884,0,5,0,5,0.32610042269064954,80
274,274,0,27,05.02.1987,54,2,0,76,83.0,82,178.0,0.34660265206078417,9,212,0,8,0.3386371688027124,1
275,275,0,33,01.06.1986,44,2,1,47,79.0,71,188.0,0.37194877422102135,22,162,1,11,0.3371843695081202,31
276,276,1,17,25.08.1978,40,2,0,72,79.0,68,185.0,0.3359668924003008,48,180,2,1,0.33662816264272116,2
277,277,2,7,25.02.1982,95,0,0,126,77.0,119,186.0,0.4457912530071465,55,340,1,4,0.3394759471364299,34
278,278,1,60,14.12.1984,108,0,0,147,74.0,135,185.0,0.4437443287829193,57,390,1,12,0.3375798257304988,92
279,279,0,3,09.04.1992,2,1,1,13,65.0,10,177.0,1.122201261542199,1,25,0,12,0.41309597504905327,86
280,280,1,3,21.07.1989,78,0,0,132,71.0,120,180.0,0.4714583601957348,29,330,1,9,0.342020834388474,63
281,281,0,10,16.04.1989,34,2,0,36,65.0,84,175.0,0.33620781792831494,19,154,0,6,0.33651123936135674,16
282,282,0,0,26.05.1991,16,1,1,25,,41,182.0,0.5934398765228719,19,82,1,1,0.3618521403196792,80
283,283,0,6,22.11.1989,25,0,0,41,90.0,95,193.0,0.4592578574175197,8,161,0,1,0.3425765278463211,49
284,284,1,84,03.12.1990,46,0,1,78,83.0,92,190.0,0.49920714370031094,21,216,3,2,0.35357813085157264,8
285,285,2,25,07.04.1986,96,2,0,153,84.0,162,186.0,0.4990958577090017,66,411,1,6,0.35461856137599107,31
286,286,0,53,14.08.1985,84,2,0,123,80.0,170,189.0,0.4556840168244495,28,377,0,4,0.3494629805625364,89
287,287,0,3,28.02.1993,28,2,0,30,81.0,49,184.0,0.37633400453824306,12,107,0,6,0.3401013109764972,72
288,288,3,8,29.08.1984,72,3,0,87,80.0,159,180.0,0.4429222031844966,51,318,2,9,0.34739884999754705,42
289,289,0,5,10.03.1994,16,2,0,15,75.0,29,186.0,0.4564716296254118,8,60,0,0,0.34831557004269903,38
290,290,1,18,28.08.1983,42,2,0,67,80.0,120,186.0,0.4180994766538461,14,229,1,6,0.3460209339142316,39
291,291,3,26,01.04.1983,79,2,0,146,80.0,200,185.0,0.42032278642639487,74,425,0,1,0.3451418713387496,39
292,292,1,63,12.10.1986,64,3,0,82,77.0,61,186.0,0.585673135380191,49,207,1,2,0.3705751107459148,26
293,293,1,10,01.09.1987,65,2,0,96,75.0,115,180.0,0.3877936306202848,29,276,1,4,0.34161818578557646,90
294,294,0,0,24.10.1980,25,2,0,48,90.0,36,195.0,0.3518990379092268,4,109,0,5,0.3381494146548733,91
295,295,0,0,11.01.1980,45,2,0,69,90.0,69,190.0,0.3387191456644226,20,183,3,5,0.33729763731706125,1
296,296,0,0,01.08.1981,21,2,0,47,91.0,40,194.0,0.35599604632725607,2,108,0,5,0.33833453998202284,15
297,297,0,4,05.11.1980,54,2,0,88,92.0,168,194.0,0.4928800218192005,30,310,0,1,0.352091270047489,31
298,298,1,12,31.10.1983,87,1,0,70,65.0,117,178.0,0.39750964321446397,24,274,1,9,0.34235697601892645,59
299,299,0,53,03.01.1988,48,2,0,58,75.0,71,184.0,0.345560287474978,17,177,0,2,0.33648217539823644,77
300,300,0,52,10.07.1985,52,3,0,63,70.0,66,183.0,0.43597246968316566,20,181,0,2,0.34627860272663247,20
301,301,0,2,04.08.1986,28,3,0,32,63.0,30,173.0,0.6212127275791711,16,90,1,9,0.36925544777293906,75
302,302,0,6,21.01.1994,11,2,0,18,77.0,26,186.0,0.3824985535736664,5,55,0,10,0.3431207249684373,91
303,303,1,78,02.10.1985,69,2,0,97,80.0,150,185.0,0.5413082522322943,36,316,2,11,0.3561056962987354,31
304,304,4,5,09.02.1982,48,3,0,71,76.0,49,184.0,0.5845534697738285,46,168,1,6,0.3683673863154979,10
305,305,0,1,13.04.1983,76,3,0,111,84.0,132,185.0,0.5744988864556924,19,319,1,5,0.3614448777313355,68
306,306,3,264,03.10.1978,136,2,0,150,84.0,333,184.0,0.49617746768154064,54,619,2,2,0.3503738694687459,12
307,307,2,17,07.12.1980,103,2,0,138,81.0,178,183.0,0.43483449951834924,76,419,0,9,0.3459772791700928,91
308,308,2,9,11.09.1987,67,1,0,62,71.0,102,179.0,0.42938192932741986,36,231,0,4,0.3467710942627426,59
309,309,0,14,07.01.1991,27,1,0,30,72.0,62,186.0,0.466719841273218,21,119,1,10,0.3457395354605687,57
310,310,0,117,09.03.1983,95,0,0,134,77.0,169,185.0,0.4524155887987833,32,398,0,0,0.34273162530350665,83
311,311,3,23,26.04.1987,60,3,0,56,70.0,87,176.0,0.575738511505018,48,203,2,9,0.3649833846533107,75
312,312,0,5,17.10.1986,28,2,1,54,71.0,56,177.0,0.5328682464947956,21,138,3,6,0.3532770264524226,25
313,313,0,0,01.02.1987,43,0,0,31,96.0,71,203.0,0.6264636595787104,13,145,1,5,0.36457523135282394,48
314,314,2,31,25.11.1986,65,0,0,87,76.0,87,178.0,0.43305761114307073,45,239,2,10,0.33828577754411715,82
315,315,0,0,13.11.1985,37,3,0,59,88.0,40,186.0,0.613727207889721,18,136,0,5,0.37389301076725306,26
316,316,2,1,29.05.1983,42,3,0,49,73.0,75,177.0,0.5882973115445439,47,166,1,4,0.3698935941871719,20
317,317,1,3,30.07.1983,68,2,0,89,72.0,113,178.0,0.4932983289827448,38,270,1,6,0.36502483929796786,89
318,318,1,34,30.09.1985,80,3,0,70,81.0,191,178.0,0.5717977071016537,37,341,1,7,0.3615357376816844,10
319,319,3,9,05.04.1984,38,3,0,51,81.0,104,187.0,0.6575365978979303,58,193,1,9,0.3712827764604427,70
320,320,0,29,11.08.1991,28,3,0,22,65.0,90,178.0,0.5997776967628606,6,140,0,8,0.36387464181388923,29
321,321,3,420,05.02.1985,118,3,0,97,80.0,435,185.0,0.509504976047548,93,650,5,8,0.35182138822805603,66
322,322,1,16,13.05.1982,40,0,0,74,65.0,48,165.0,0.5129454930340624,35,162,2,7,0.35585232328752614,94
323,323,2,13,23.08.1981,73,0,0,88,84.0,130,190.0,0.49346197978971995,50,291,2,1,0.34718966514782845,82
324,324,6,10,18.12.1975,105,1,0,140,68.0,164,177.0,0.41080575028940597,107,409,13,6,0.3409830384346247,51
325,325,0,1,16.03.1992,4,3,0,4,70.0,8,178.0,0.5882973115445439,1,16,0,9,0.369893594187172,87
326,326,2,5,15.04.1982,64,3,0,93,79.0,77,188.0,0.5882973115445439,66,234,2,9,0.3698935941871719,18
327,327,0,0,02.09.1992,1,0,0,9,,8,193.0,0.3564455622815241,1,18,0,5,0.3266896837267241,6
328,328,0,79,02.03.1979,151,0,0,193,70.0,254,178.0,0.4936639561622769,33,598,0,8,0.34880984194825715,34
329,329,0,0,02.03.1979,87,1,0,90,90.0,84,194.0,0.3613028902877727,5,261,0,5,0.33335507770265366,4
330,330,3,13,10.04.1984,68,3,0,94,78.0,71,184.0,0.45557811364325057,42,233,1,1,0.35002826171896906,64
331,331,0,12,02.02.1990,24,0,0,40,71.0,56,178.0,0.4212448912536773,12,120,1,4,0.3359989663334348,53
332,332,1,18,29.09.1987,50,3,0,51,68.0,68,174.0,0.7291250921084246,22,169,0,4,0.38251559851203193,20
333,333,8,39,06.05.1983,110,3,0,101,64.0,375,173.0,0.5321207536027159,146,586,2,9,0.3537790976442778,29
334,334,1,12,07.04.1987,34,3,0,47,68.0,42,181.0,0.5882973115445439,36,123,3,12,0.3698935941871718,37
335,335,0,4,11.01.1992,14,2,0,12,73.0,64,171.0,0.5259952973192111,18,90,0,9,0.3558481482309033,11
336,336,2,3,03.01.1987,33,3,0,45,74.0,52,179.0,0.5911158746432736,26,130,0,10,0.3678642288483537,68
337,337,0,0,30.06.1983,21,3,0,34,77.0,31,182.0,0.5882973115445439,8,86,1,5,0.3698935941871719,62
338,338,0,0,21.10.1985,25,3,0,21,85.0,22,196.0,0.5350994414731312,2,68,0,5,0.35523492971203446,69
339,339,0,17,05.01.1991,17,0,0,39,65.0,41,168.0,0.5336859066821159,13,97,0,12,0.3552993114970753,45
340,340,2,36,09.07.1989,28,2,0,60,82.0,57,187.0,0.3400092568428888,21,145,1,2,0.3378461035084793,33
341,341,0,23,12.12.1984,67,0,0,74,75.0,161,187.0,0.4762928001121711,23,302,1,1,0.3450234061062833,45
342,342,1,8,18.05.1984,76,2,0,112,73.0,110,174.0,0.3359668924003007,44,298,1,0,0.3366281626427213,28
343,343,0,0,12.01.1991,18,2,0,15,84.0,29,189.0,0.33596689240030075,2,62,0,5,0.3366281626427212,72
344,344,0,22,25.05.1982,72,1,0,92,85.0,105,184.0,0.4552121789850629,29,269,0,11,0.3462554496887634,85
345,345,0,37,15.01.1988,42,2,0,65,79.0,89,182.0,0.3359668924003006,34,196,2,0,0.3366281626427214,72
346,346,0,7,05.04.1985,87,1,0,100,79.0,100,184.0,0.39587477934241877,26,287,3,1,0.3420577357232714,51
347,347,1,26,21.02.1990,25,2,1,56,77.0,50,179.0,0.3824768583139231,13,131,0,7,0.3416574887460813,89
348,348,0,7,23.08.1988,69,2,0,74,76.0,141,186.0,0.432708319406102,40,284,1,9,0.3449346651424013,11
349,349,0,81,01.09.1989,47,0,1,63,76.0,106,188.0,0.49095151795706676,10,216,1,2,0.3473608261316381,21
350,350,1,60,07.02.1978,88,2,0,123,95.0,266,197.0,0.45660240540862906,42,477,4,1,0.3451246877814165,12
351,351,0,23,31.05.1989,54,1,0,73,74.0,89,181.0,0.5076739069561744,15,216,0,9,0.3533080224614822,96
352,352,0,8,08.03.1989,41,2,0,69,75.0,73,184.0,0.33405403246509846,37,183,1,4,0.33272566495077655,2
353,353,1,8,30.04.1991,13,1,0,19,77.0,16,181.0,0.38945783532378014,8,48,0,2,0.32760169968106806,5
354,354,1,15,18.04.1987,58,0,0,75,73.0,82,175.0,0.38170221650447794,33,215,1,12,0.3301747426032219,63
355,355,1,5,02.07.1990,34,0,1,46,74.0,65,173.0,0.4558227185231867,22,145,2,6,0.33892081786611106,82
356,356,0,3,04.01.1987,58,0,0,55,74.0,112,173.0,0.37360566287807356,31,225,0,12,0.33076223258066617,53
357,357,0,51,26.11.1990,38,0,1,56,73.0,115,185.0,0.46128840486694406,12,209,0,2,0.34501960140380744,49
358,358,1,5,27.12.1991,25,0,0,35,,36,187.0,0.4659678392091076,5,96,0,1,0.3457129480912594,17
359,359,3,19,18.10.1983,65,2,0,70,87.0,183,188.0,0.47710968772908896,58,318,2,1,0.3494039042332583,12
360,360,3,9,09.12.1983,63,3,0,80,80.0,89,183.0,0.5594456031127647,24,232,1,4,0.3544166788777613,42
361,361,0,190,06.02.1984,118,0,1,171,73.0,177,180.0,0.41033313575958213,16,466,0,2,0.3358756261951627,8
362,362,3,27,01.02.1984,67,0,0,75,83.0,246,183.0,0.49041892876464094,30,388,1,3,0.34991283740346046,49
363,363,0,14,25.10.1987,34,0,0,31,83.0,83,180.0,0.4587279266045688,30,148,1,0,0.34413621287643864,27
364,364,0,19,07.02.1993,21,3,1,25,70.0,30,174.0,0.7074469914675944,17,76,0,12,0.37641498405990126,37
365,365,1,15,15.07.1986,52,3,0,74,85.0,129,187.0,0.5126136599541067,52,255,2,1,0.35707713490837817,35
366,366,0,27,24.06.1992,38,2,1,65,75.0,155,180.0,0.43012396219553445,11,258,0,6,0.3447563411713607,12
367,367,0,47,27.11.1982,55,1,0,97,72.0,111,181.0,0.4025233547746085,8,263,0,2,0.33959555835615335,36
368,368,0,1,06.04.1982,45,3,0,52,82.0,60,189.0,0.5840745901242566,17,157,1,5,0.3684642239163438,62
369,369,0,7,11.04.1978,84,1,0,111,71.0,81,177.0,0.3405978648090905,41,276,0,9,0.334472812694927,88
370,370,3,23,30.05.1985,38,1,0,62,74.0,35,176.0,0.3828736508380159,33,135,1,12,0.3398705058837014,3
371,371,0,28,05.06.1990,46,0,1,90,70.0,61,173.0,0.3483102002739149,16,197,0,10,0.33063784658376383,60
372,372,0,28,04.11.1984,73,0,0,86,66.0,105,180.0,0.37277017912843313,37,264,0,4,0.3312105764181633,94
373,373,0,17,22.04.1987,47,0,0,61,73.0,183,185.0,0.5640122556468593,70,291,0,1,0.3571065110028756,21
374,374,5,12,25.05.1980,73,3,0,74,82.0,129,188.0,0.5331836305754277,74,276,2,1,0.3576868508689084,42
375,375,1,7,05.07.1980,97,1,0,112,77.0,181,199.0,0.4760781638360519,41,390,1,1,0.3514047979447016,44
376,376,0,3,23.11.1979,55,1,0,98,69.0,71,175.0,0.42201882035817323,18,224,1,6,0.3419573564797475,32
377,377,1,82,08.01.1986,77,0,0,98,67.0,275,170.0,0.5168994246160143,44,450,2,0,0.3528084904204839,48
378,378,0,0,28.09.1985,21,0,0,44,84.0,43,191.0,0.3577343514003759,4,108,0,5,0.325757065176653,34
379,379,2,281,03.12.1981,107,3,0,107,69.0,340,175.0,0.54710980367989,62,554,5,2,0.3529941376973671,29
380,380,0,0,01.10.1981,51,2,1,82,88.0,78,194.0,0.33799896901179816,7,211,1,5,0.33583828484107364,11
381,381,0,1,02.01.1991,38,0,0,53,77.0,80,187.0,0.4935023589173577,13,171,0,6,0.3578853410962976,53
382,382,0,23,12.11.1983,21,2,1,29,74.0,62,182.0,0.8570164333071886,14,112,1,8,0.38638357041161375,28
383,383,0,0,07.11.1990,46,0,0,66,82.0,136,190.0,0.5270622889123867,6,248,0,5,0.3517043904999657,49
384,384,0,6,02.12.1985,45,3,0,71,82.0,58,182.0,0.59993019246563,34,174,0,6,0.36755615612841064,68
385,385,1,63,17.08.1978,97,3,0,134,68.0,140,175.0,0.5354923438410489,81,371,3,0,0.3607285570575411,20
386,386,0,27,14.04.1989,53,3,0,70,76.0,83,180.0,0.5715801659694503,38,206,1,11,0.3659630628514965,9
387,387,1,4,16.11.1991,15,0,0,25,72.0,18,178.0,0.39057617132179884,7,58,0,3,0.3310967372660306,83
388,388,3,20,12.01.1982,89,0,0,161,80.0,151,183.0,0.38021083050576987,77,401,0,0,0.33017453777538736,81
389,389,5,12,05.07.1989,49,1,0,54,84.0,110,188.0,0.48665022509526623,39,213,2,1,0.3530743135717099,57
390,390,0,98,25.05.1985,60,0,1,71,82.0,114,190.0,0.3857576115324927,15,245,1,2,0.3368078904833784,53
391,391,1,15,26.12.1990,10,3,0,23,74.0,20,179.0,0.5808976160537194,8,53,1,12,0.3652914130641904,66
392,392,0,9,06.01.1994,7,0,0,15,,24,181.0,0.5475165376877793,6,46,0,3,0.36168845321486076,48
393,393,0,20,14.01.1987,77,2,0,102,85.0,141,184.0,0.44153997790448,50,320,0,6,0.34694233316367534,38
394,394,0,2,20.10.1989,39,2,0,73,79.0,55,188.0,0.3511248300687387,24,167,0,9,0.3355444989976418,38
395,395,0,5,12.07.1986,51,1,0,76,81.0,67,184.0,0.3754837929976072,24,194,2,4,0.33686806088639826,56
396,396,1,60,22.05.1984,50,2,1,74,74.0,99,174.0,0.44669138146282383,26,223,1,2,0.34312183544152686,39
397,397,1,109,28.02.1985,86,2,0,117,73.0,197,173.0,0.49723527261460043,83,400,1,0,0.35637685896077087,90
398,398,0,0,24.06.1985,62,3,0,90,85.0,82,188.0,0.5580756461728874,25,234,1,5,0.36231390924885754,87
399,399,0,0,08.09.1983,87,2,0,127,89.0,157,194.0,0.5177330890009857,20,371,2,5,0.3576130362767732,90
400,400,0,33,19.04.1988,52,3,0,76,60.0,65,161.0,0.6111267394980694,48,193,1,0,0.3714205796962626,52
401,401,1,38,02.07.1982,48,3,0,89,67.0,63,174.0,0.5882973115445439,30,200,0,8,0.3698935941871719,35
402,402,6,31,10.03.1981,101,3,0,128,83.0,136,184.0,0.607560361878369,76,365,4,1,0.37011252297835623,26
403,403,0,7,01.05.1990,23,2,0,25,74.0,79,177.0,0.3684001719151039,5,127,0,6,0.33979437515091604,12
404,404,1,93,07.10.1988,53,3,0,66,81.0,113,189.0,0.6089998079069018,68,232,4,2,0.37108879440887704,10
405,405,1,19,16.02.1986,79,3,0,91,75.0,190,185.0,0.5425810147636837,76,360,7,1,0.35618295229824964,10
406,406,0,27,08.06.1987,21,3,0,35,76.0,30,174.0,0.5882750488784786,12,86,0,2,0.3670653867368024,68
407,407,0,0,03.11.1981,68,3,0,82,89.0,150,196.0,0.5416738180497215,20,300,3,5,0.35769436226070167,75
408,408,1,36,02.11.1980,82,1,0,72,88.0,176,188.0,0.47420639174954804,107,330,4,1,0.35489683406826467,59
409,409,0,18,26.07.1988,40,3,0,67,77.0,78,179.0,0.5654621691786216,27,185,0,10,0.36007757935391566,75
410,410,0,0,26.04.1988,9,3,0,22,75.0,27,180.0,0.5882973115445439,10,58,0,6,0.3698935941871719,23
411,411,0,258,30.01.1981,129,0,0,170,79.0,281,188.0,0.4792793553334393,40,580,1,2,0.3493669700337922,34
412,412,1,1,23.03.1993,7,1,1,25,77.0,31,183.0,0.5446588221462223,5,63,0,9,0.3580717388783489,80
413,413,1,55,29.03.1987,82,1,0,109,70.0,120,174.0,0.4808730825574438,31,311,1,10,0.3483339255080141,44
414,414,0,11,14.09.1988,11,3,0,23,70.0,45,175.0,0.634385252825624,6,79,0,12,0.37555130824852906,23
415,415,0,222,12.08.1981,115,0,1,167,78.0,263,183.0,0.4828257704416558,47,545,3,2,0.3482754247865501,60
416,416,1,3,29.07.1992,21,1,1,17,71.0,42,182.0,0.3541777226918104,15,80,0,9,0.3360737413411101,44
417,417,0,53,20.04.1985,32,2,1,45,75.0,46,187.0,0.7124681853442212,19,123,1,2,0.3640688147744632,77
418,418,3,10,16.05.1989,48,2,0,59,83.0,89,189.0,0.5122439193150699,46,196,0,6,0.3554096789417778,15
419,419,0,2,19.12.1984,58,2,0,76,78.0,81,188.0,0.4061176064472276,27,215,0,9,0.3446082001377646,28
420,420,0,0,22.10.1979,47,0,0,53,89.0,118,194.0,0.5459621050850652,12,218,2,5,0.367879250586783,45
421,421,0,3,10.07.1982,50,3,0,61,69.0,80,180.0,0.5882973115445439,19,191,2,6,0.3698935941871719,64
422,422,1,56,28.06.1983,58,2,1,56,86.0,74,188.0,0.3735671688331875,31,188,2,2,0.34982549974023713,25
423,423,0,22,25.07.1980,78,2,0,140,81.0,150,181.0,0.37697968145935595,24,368,2,9,0.3394342781615664,33
424,424,3,37,27.06.1980,80,3,0,119,71.0,131,175.0,0.5723850712908674,77,330,5,7,0.3629247888983599,52
425,425,1,0,17.10.1977,101,3,0,157,87.0,135,188.0,0.5914151615059002,29,393,3,5,0.36256409765742315,61
426,426,0,33,16.09.1984,34,1,0,57,73.0,80,180.0,0.5081103053966937,16,171,0,0,0.3488503252224614,88
427,427,2,3,05.01.1988,28,3,0,42,78.0,33,179.0,0.5757854802393544,24,103,1,1,0.3694318417250313,18
428,428,0,76,07.01.1991,85,0,0,74,69.0,168,170.0,0.4646976136172134,16,327,1,11,0.3456211948517792,21
429,429,1,18,15.12.1989,46,2,0,68,77.0,72,180.0,0.33596689240030064,32,186,1,3,0.33662816264272133,77
430,430,0,182,17.03.1986,70,0,0,102,84.0,188,193.0,0.5106872998092579,41,360,0,2,0.35457350843506796,48
431,431,0,8,05.11.1986,17,3,0,27,72.0,32,176.0,0.5882973115445439,7,76,0,8,0.3698935941871719,70
432,432,0,51,30.11.1981,60,2,0,81,90.0,80,185.0,0.3774399862423384,28,221,0,2,0.3491350498764432,77
433,433,1,0,06.03.1988,19,3,0,28,73.0,35,180.0,0.5964109713431881,8,82,0,1,0.3650282130356616,9
434,434,1,27,01.10.1983,52,3,1,86,74.0,84,177.0,0.6185417906166629,49,222,3,7,0.37166684690290275,52
435,435,1,36,13.02.1987,76,2,1,101,77.0,119,176.0,0.4855240779839967,28,296,0,8,0.35154556294674033,91
436,436,1,18,04.08.1980,57,2,0,74,76.0,106,179.0,0.4831101524413213,23,237,1,4,0.34736421536211504,1
437,437,2,5,18.03.1987,35,3,0,40,79.0,48,184.0,0.6066874917379599,18,123,0,4,0.3683947107298573,68
438,438,0,27,13.04.1987,25,1,0,34,,31,186.0,0.5431687209621997,4,90,0,2,0.35094279181668064,51
439,439,2,13,16.01.1983,114,2,0,163,90.0,152,189.0,0.46271325346100556,79,429,3,1,0.3481345384652051,90
440,440,1,46,18.01.1986,64,3,0,102,78.0,93,179.0,0.5980301444207626,54,259,4,7,0.3716826277324912,18
441,441,5,13,18.08.1980,66,3,0,89,80.0,112,185.0,0.5936729149655975,84,267,3,1,0.3579761867450838,75
442,442,1,170,26.02.1984,116,0,1,100,75.0,234,190.0,0.3408634477500985,43,450,5,2,0.32373385386644926,83
443,443,0,34,21.11.1990,39,0,1,58,71.0,46,176.0,0.30368916657866274,12,143,0,12,0.3234155758691089,76
444,444,1,14,24.09.1979,88,0,1,150,78.0,120,183.0,0.34774943003044556,33,358,0,1,0.32387972852735825,94
445,445,5,43,07.09.1980,103,3,0,121,68.0,241,170.0,0.48724261323254225,100,465,4,3,0.35596222108826653,10
446,446,1,11,12.01.1994,23,2,0,34,82.0,60,184.0,0.4104258470263617,34,117,0,3,0.3416542080596303,12
447,447,0,0,09.07.1990,9,0,0,28,74.0,12,183.0,0.5268708988911104,8,49,0,6,0.34944381162698235,8
448,448,1,70,12.06.1988,71,2,0,84,83.0,133,190.0,0.45601468821337277,27,288,0,2,0.3454040631709436,2
449,449,0,2,11.09.1979,107,3,1,82,75.0,268,186.0,0.5093173555975701,34,457,4,6,0.3515689883849174,29
450,450,0,16,28.03.1993,13,2,0,49,74.0,42,183.0,0.3359668924003007,14,104,2,1,0.3366281626427213,25
451,451,0,89,14.04.1987,61,2,0,93,72.0,120,177.0,0.4463593777421698,23,274,0,2,0.35038109973540293,25
452,452,3,14,24.07.1983,94,1,0,120,65.0,133,175.0,0.38969650098470704,44,347,0,4,0.33979840617144624,85
453,453,1,9,17.03.1986,63,2,0,95,73.0,96,183.0,0.4528790706810213,65,254,2,0,0.3531400100312842,1
454,454,1,6,18.03.1982,51,3,1,61,80.0,98,183.0,0.6561493290903814,28,210,0,6,0.37532467139515474,23
